7612-B3	2001
7612-F3	2001
7612-D9	2001
7612-C9	2001
7612-F2	2001
7612-G8	2001
7881-H11	2001
7612-G3	2002
7612-A1	2002
7612-H4	2002
7612-D7	2001
7612-D3	2001
7612-E3	2001
7612-D2	2001
7612-E9	2001
7612-E4	2001
7612-D5	2002
7612-A3	2001
7612-B9	2001
7612-F7	2002
7612-E6	2002
7612-G6	2002
7612-B10	2002
7612-E2	2002
7612-H11	2002
7612-C7	2002
7612-H8	2003
7612-B1	2003
7612-F9	2003
7612-H7	2003
7612-H9	2003
7612-G11	2003
7612-D8	2003
7885-F1	2003
7612-B8	2003
7885-G1	2003
7612-H10	2003
7612-E5	2004
7612-B6	2003
7612-C11	2003
7612-E11	2003
7612-F5	2003
7885-H1	2003
7612-B12	2003
7612-C8	2003
7881-G3	2003
7881-G2	2003
7612-H6	2003
7881-A12	2003
7881-B12	2005
7881-G1	2005
7612-E8	2004
7885-E1	2004
7612-C5	2004
7881-E1	2004
7881-C12	2004
7881-D12	2004
7881-F1	2004
7612-B7	2001
7612-B11	2001
7612-F1	2001
7612-A8	2001
7612-B5	2001
7612-C3	2001
7612-B2	2001
7612-G10	2001
7612-A4	2001
7612-B4	2001
7612-H5	2001
7612-G1	2001
7612-H1	2001
7612-A7	2001
7612-C4	2001
7612-F4	2002
7612-C6	2002
7612-G9	2002
7612-D11	2002
7612-C1	2002
7612-D6	2002
7612-H3	2002
7612-A6	2002
7612-E7	2001
7612-F11	2001
7612-A2	2002
7612-A9	2002
7612-G4	2002
7612-F8	2002
7612-G5	2002
7612-A10	2002
7612-C10	2004
7612-F10	2004
7612-D10	2004
7612-F6	2004
7612-C12	2005
7612-H12	2005
7881-A2	2005
7612-G12	2005
7612-D12	2005
7881-F12	2005
7881-G12	2005
7881-F3	2005
7612-A12	2005
7881-C2	2005
7881-B2	2005
7881-C1	2005
7612-E12	2005
7881-H12	2005
7881-D2	2005
7881-H2	2005
7881-D1	2005
7885-D1	2005
7881-F2	2005
7885-B1	2005
7881-E3	2005
7881-H1	2005
7881-A1	2005
7881-D3	2005
7612-F12	2005
7881-C3	2005
7885-C1	2005
7881-B3	2005
7881-A3	2005
7612-A5	2003
7612-C2	2001
7612-G2	2001
7612-H2	2001
7881-E12	2002
7612-D4	2002
7612-D1	2001
7885-A1	2005
7612-G7	2003
7612-E10	2005
7612-E1	2005
7612-A11	2001
7881-E2	2004
